ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
SP508: From Villains to Heroes: The Hacker Evolution	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	OCCC W415D	Audience Level: Beginning | Track: Security/Privacy | Focus Area: Security Attacks and Defenses | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: OCCC W415D | Speakers: Miju Han, Reina Staley, Jessie Kinser, Alyssa Osiris Herrara	The image of a hacker is constantly evolving. Once seen as only villains, hackers today are also lauded as heroes, discussed daily in the media, and portrayed by Hollywood - anything but ignored.  Hear from ethical hackers about this evolution. Learn what motivates them, how they think, and questions your organization should consider before inviting hackers to test your security landscape.	N
CR316: Playing Big: Authentic Leadership for Influence, Visibility and Fulfillment	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:00 AM	UTC-4	Hyatt Regency Ballroom V	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:00 AM | Location: Hyatt Regency Ballroom V | Speakers: Chantal Pierrat	"Do you feel like you have to compromise yourself at work in order to be effective or to ""fit in""? The founder of a global tech women's empowerment platform shares tools that help women build presence and well-being. Her interactive talk lets you try new techniques while connecting with other women. Discover the power of ""bringing your whole self to work"" and learn six strategies for influence."	N
Pay It Forward! Volunteer for GHC 20 and AnitaB.org	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	OCCC W230C	Audience Level: All | Track: Special Session | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: OCCC W230C | Speakers: Beth Roberts, Stuti Badoni, Lani Fraizer, Mitzi Iniguez, Anjali Gupta	Want to get involved at GHC 2020 or become more active with AnitaB.org? Join members of the AnitaB.org staff and some of our volunteers to learn how you can get involved and pay it forward.	N
CR135: Celebrate Your Achievements - #IamRemarkable Workshop	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	Hyatt Orlando Ballroom L	Audience Level: All | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: Hyatt Orlando Ballroom L | Speakers: Anna Vainer, Kanika Raney, Julia Silva	The #IamRemarkable workshop strives to empower women and underrepresented groups to speak openly about accomplishments in the workplace and beyond. In this hands-on workshop, participants develop confidence and are motivated to promote themselves in front of peers and management.	N
DS634: Optimizing Facebook Ecommerce User Experience: E2E Personalization w/ Reinforcement Learning	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:00 AM	UTC-4	OCCC W311F	Audience Level: Intermediate | Track: Data Science | Focus Area: Data Analysis & Modeling | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:00 AM | Location: OCCC W311F | Speakers: Nathalie Saade, Wentao Zhang	Ecommerce personalization is a key driver for user engagement and satisfaction. This paper describes how we applied reinforcement learning techniques to personalize a Facebook ecommerce website starting from the day the site was launched. We present an E2E framework for personalization that optimizes the user experience at various traffic levels.	N
Male Allies: Join the Movement in AnitaB.org Communities	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: All | Track: Communities | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: Hyatt Plaza International Ballroom G | Speakers: Jennifer Brown, Wayne Barlow, Evin Robinson, Michael Ellison, Bryan Liles	In this session, we invite those who are or those who want to learn more, on ways males can be Ambassadors, Mentors or Sponsors for Women in Technology in their local communities. We hear from various individuals who build pathways into tech for marginalized folks, SVPs and VPs who create environments of inclusiveness, and lastly, we have a moderator who empowers Allies to lead the change.	N
OT319: Treating Diversity & Inclusion in Hiring as a Design Problem	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:00 AM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: Mid-Career | Track: Organizational Transformation | Focus Area: Targeted Solutions for Diversity, Equity & Inclusion | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:00 AM | Location: Hyatt Regency Ballroom Q | Speakers: Libby Maurer	There's no silver bullet to building a diverse and inclusive organization. So how do you know what things to try, and what's working and what isn't? Our UX team decided to use our user research chops to look at this problem in a user-centered way. In this session, we'll share how we married data and qualitative research to identify and fix holes in our recruiting, hiring, and retention practices.	N
SP101: ACM Award Winning Research in Cybersecurity	Thursday, October 3, 2019 10:30 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	OCCC W307D	Audience Level: All | Track: Security/Privacy | Start Date: Thursday, October 3, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: OCCC W307D | Speakers: Aisha Ali-Gombe, Alexandra Dmitrienko, Shagufta Mehnaz	This session recognizes and highlights three award-winning female ACM researchers: Aisha Ali-Gombe, Alexandra Dmitrienko and Shagufta Mehnaz. Topic: Cybersecurity.	N
AnitaB.org Vision: A Fireside Chat	Thursday, October 3, 2019 10:45 AM	Thursday, October 3, 2019 11:30 AM	UTC-4	OCCC Chapin Theater (Lvl 3)	Audience Level: All | Track: Featured Session | Start Date: Thursday, October 3, 2019 | Start Time: 10:45 AM | End Time: 11:30 AM | Location: OCCC Chapin Theater (Lvl 3) | Speakers: Brenda Darden Wilkerson, Jacqueline Bouvier Copeland, Sara O'Brien	You may have heard the World Economic Forum say it will take 208 years to reach parity in tech. Who is doing the math over there?!  We must not allow arbitrary studies to undermine our vision and will to make change. There are plenty of numbers out there that show why gender parity is good for the bottom line. So why didn’t we reach Anita Borg’s 50/50 by 2020 moonshot and how are we going to reach the renewed AnitaB.org mission to get there by 2025?  We need a multi-pronged, intersectional approach to improve business practices and disrupt societal attitudes that inflict bias against women’s potential as leaders in order to propel us to global 50/50 intersectional gender parity in tech by 2025. Join our CEO, Brenda Darden Wilkerson, and COO, Jacqueline Bouvier Copeland, for a fireside chat moderated by CNN Money’s Sara O’Brien as they explore ways that AnitaB.org is prioritizing inclusion and equity in tech through five global initiatives.	N
IW654: Discovering IoT Data Artifacts from Wearable/Mobile Devices	Thursday, October 3, 2019 10:45 AM	Thursday, October 3, 2019 11:15 AM	UTC-4	OCCC W224D	Audience Level: Intermediate | Track: Internet of Things/Wearable Tech | Start Date: Thursday, October 3, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W224D | Speakers: Gokila Dorai	The adoption of smart home Internet of Things (IoT) devices continues to grow. What if your devices can snitch on you and let us know where you are at any given point in time? In this work we examined the artifacts produced by Nest devices. There are cases starting to emerge in which smart home IoT devices have been used as culpatory evidence and our results will advance digital forensics.	N
ET687: Ethereum Smart Contracts: Building Your First Dapp	Thursday, October 3, 2019 10:45 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	OCCC W414A	Audience Level: Intermediate | Track: Emerging Technology | Focus Area: Blockchain | Start Date: Thursday, October 3, 2019 | Start Time: 10:45 AM | End Time: 11:45 AM | Location: OCCC W414A | Speakers: Julia Chou, Jenny Lu	In this session, you will learn about the state of the current Smart Contract development ecosystem. You will build and deploy your own Ethereum Smart Contract in Solidity, and you will learn about the impact that Ethereum has had on a wide range of disciplines including supply chains, healthcare, and finance as well as the revolutionary potential it has to impact the way we organize as a society.	N
IM652: The Future of Animated Content is Real-Time	Thursday, October 3, 2019 10:45 AM	Thursday, October 3, 2019 11:15 AM	UTC-4	OCCC WF3	Audience Level: Intermediate | Track: Interactive Media | Start Date: Thursday, October 3, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC WF3 | Speakers: Sarah Stumbo	Considerable innovation in graphics technology has positioned real-time software to revolutionize the world of media and entertainment. From production to distribution, real-time technology is already changing the way we make and consume content. In this session, we will examine how real-time rendering and non-linear workflows will influence the production pipeline for CG animated content.	N
CS623: Scaling Apache Spark @ LinkedIn	Thursday, October 3, 2019 10:45 AM	Thursday, October 3, 2019 11:15 AM	UTC-4	OCCC W314A	Audience Level: Intermediate | Track: Computer Systems Engineering | Focus Area: Tools and Techniques for Computing | Start Date: Thursday, October 3, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W314A | Speakers: Zoe Lin, Swasti Kakker	Apache Spark is gaining more and more popularity in today's data-driven world. However, when rapidly growing data processing workloads meet already massive clusters, there are various scalability challenges, including infrastructure instability, job tuning and use-case support. In this talk, we will discuss how we tackle these challenges at LinkedIn in a scalable way and our vision ahead.	N
SE605:Scaling to Extreme Volume in Big Data, SaaS, Social Networks & Cross-disciplinary Applications	Thursday, October 3, 2019 11:00 AM	Thursday, October 3, 2019 12:00 PM	UTC-4	OCCC W415A	Audience Level: Intermediate | Track: Software Engineering | Focus Area: Digital Transformation, DevOps, and Programming Languages | Start Date: Thursday, October 3, 2019 | Start Time: 11:00 AM | End Time: 12:00 PM | Location: OCCC W415A | Speakers: Tracy Siyuan Knight, Ashi Sareen, Praveena Vajja, Elisa Kendall, Susan Root	Popular websites and applications have seen 2x growth in data volume every 2 years.  90% of the data in today's digital universe was created in the last two years.  Organizations face increasing challenges in managing resources to achieve scalability for extreme volumes while maintaining reliability. The playbook has yet to be written on how to address these opportunities for effective growth.	N
Making Gains by Going Digital (Cigna)	Thursday, October 3, 2019 11:00 AM	Thursday, October 3, 2019 11:15 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Thursday, October 3, 2019 | Start Time: 11:00 AM | End Time: 11:15 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	The Cigna Global Fitness Challenge has been running for the past 3 years, powered by a small team of talented developers. Users can sync their wearable devices or manually enter fitness events in order to track their progress, compete against each other, and earn points towards a charitable donation. The success of this project has made it the official fitness application for the worldwide Cigna population, as well as being licensed to several clients and customers.	N
HI604: Autonomous Driving - Are We There Yet?	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W304G	Audience Level: Intermediate | Track: Human Computer Interaction | Focus Area: Human Factors and Best Practices | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W304G | Speakers: Nancy Cam-Winget, Patricia A. Robb, Udeerna Doppalapudi, Qing Ye, Laura Major	Fleets of autonomous vehicles have been running in the real world with the goal of improving road safety and service mobility. Are we ready to embrace autonomous driving? Are the fundamental technologies mature enough to meet users' expectation? This panel will discuss the evolving ecosystem for autonomous driving to highlight opportunities, risks and technical challenges for attendees to explore.	N
AI683: Breaking the Black Box: Interpreting Machine Learning Models	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W415B	Audience Level: Intermediate | Track: Artificial Intelligence | Focus Area: Humans and AI | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W415B | Speakers: Sheryl Zhang, Kanika Sabharwal, Rupali Saboo	Machine Learning (ML) systems should be interpretable when making crucial decisions for humans. In this workshop, participants will be introduced to interpretable ML and its importance. They will also get hands-on experience using the Activation Maximization technique to interpret Convolutional Neural Networks and using these interpretations to evaluate the fairness and robustness of ML models.	N
Abie Award Series: Empowering Women to Improve Women's Health Through Tech, Education, & Engagement	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W300	Track: Abie Award Series | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W300 | Speakers: Nimmi Ramanujam	We have created a unique framework in which women are empowered to help women eliminate cervical cancer. We have dismantled centuries old gynecological practices, largely designed by men, to create a suite of technological solutions designed for women by women. This allows midwives and female community volunteers to bring high-quality screening, diagnosis and treatment to each & every woman.	N
CR102: Effective Teaching Tactics	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W308D	Audience Level: All | Track: CRA-W | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W308D | Speakers: Susan Rodger, Helen Hu	This session covers current theories on educational pedagogy and practical suggestions and resources to thrive in the classroom. We’ll discuss planning course goals and objectives, options for how to use class time and ways to foster a fun, interactive learning environment. We will also present classroom management techniques and strategies for what to do if things don’t go as planned.	N
TW677: The Future is FemTech	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	OCCC W222B	Audience Level: Intermediate | Track: Tech for Women | Focus Area: Entreprenuership, Pitching, & Funding | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 11:45 AM | Location: OCCC W222B | Speakers: Lakshmi Yendapalli	FemTech - technology geared towards improving women's lives - is on the rise. Women technologists and entrepreneurs are best positioned to take advantage of this growth, driven by their unique understanding of the target customer segment. This presentation will equip entrepreneurial technologists with the market knowledge required to capture opportunities in this high-growth market.	N
ET602:Internet of Value: Using Blockchain & Digital Assets to Move Value How Information Moves Today	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W312C	Audience Level: Intermediate | Track: Emerging Technology | Focus Area: Blockchain | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W312C | Speakers: Sabine Bertram, Fulvia Morales, Ginger Baker	While information can move around the world in an instant, making a payment from one country to another can be slow, expensive, and unreliable. The Internet of Value (IoV) aims to solve this problem, enabling us to move value as quickly as we share information. In this panel, an engineer, PM, and CEO discuss the meaning of the IoV and their diverse experiences working on making it a reality.	N
CR225: Hack the Patriarchy: Slay at Hackathons	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Student | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 11:45 AM | Location: Hyatt Regency Ballroom O | Speakers: Alice Chang	Participating in hackathons can be daunting. The guy next to you clicks away on his keyboard, while another team celebrates their big ideaâ€”you start to feel the impostor syndrome set in. Lack of gender diversity cannot be changed overnight, but that shouldn't deter women from participating. This talk will teach women how to navigate the social dynamics of competitive creation.	N
CR305: You Can Do Anything: Thinking Beyond your Background to Create a Career you Love	Thursday, October 3, 2019 11:15 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 11:15 AM | End Time: 11:45 AM | Location: Hyatt Plaza International Ballroom H | Speakers: Carol Carpenter	How do you build a path to a role that you love, starting from where you are today? In this session you’ll learn tips to help you pivot in your career, overcome gaps, and follow your interests. You’ll hear how the Vice President of Product Marketing for Google Cloud adapted a background in economics to roles in product management, strategy, and management across startups and large corporations.	N
TM130: Let's Not Fail Future of Technology by Ignoring Ageism in Tech	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W202B	Audience Level: All | Track: Tech Meetups | Focus Area: Inclusion and Empathy | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 12:15 PM | Location: OCCC W202B | Speakers: Lauren Ellsworth	Just as good wine gets better with age, Software Engineers gain experience, perspective and valuable skills over their professional career.  Yet ageism continues to be a proven problem in Tech. In this meetup we will put our heads together on identifying some causes and symptoms of ageism in the workplace  and creating tactics to combat it in our day to day.	N
OT410: Leveraging Non-Traditional Pathways and Apprenticeships to Increase Diversity in Tech	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 12:00 PM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: Senior/Executive | Track: Organizational Transformation | Focus Area: Targeted Solutions for Diversity, Equity & Inclusion | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: Hyatt Regency Ballroom Q | Speakers: Londa Quisling, Colleen Showalter	Despite recent efforts to increase diversity in tech, the hiring and retention rates of underrepresented groups remain abysmal. Factors include pipeline problems to recruiting methods, to a lack of inclusive company culture. In this presentation, we'll share the lessons we've learned so far on our journey at Treehouse by providing key takeaways for others who are working on improving D&I in tech.	N
CR223: Friend Not Foe: How the Inner Imposter Gives Me Confidence	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 12:00 PM	UTC-4	Hyatt Regency Ballroom S	Audience Level: Student | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: Hyatt Regency Ballroom S | Speakers: Jing Geng	Can moments of self-doubt co-exist with confidence? The answer is yes, since confidence is the full acceptance of one's self, rather than unfounded conceit. We will discuss what Imposter Syndrome is, how, by challenging oneself and transforming self-doubt into self-knowledge, one can build confidence despite self-doubt, and why this process is crucial at the early stages of one's career.	N
HW523: Building a Brain: Neuromorphic Computing Hardware	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 12:00 PM	UTC-4	OCCC W315B	Audience Level: Beginning | Track: Hardware | Focus Area: Edge Computing Hardware and Hardware for AI | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: OCCC W315B | Speakers: Catherine Schuman	Neuromorphic computers hold the promise of implementing biologically-inspired neural networks into hardware - but what's the right hardware to implement them? In this talk, four different neuromorphic implementations (digital, mixed analog-digital, optoelectronic, and biomimetic) will be presented, and the advantages and disadvantages of each will be discussed.	N
Anatomy of a Cyber Attack (Deloitte)	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 11:45 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 11:45 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	Come join our Deloitte team as we walk through the anatomy of a cyber attack.	N
DS628: Race to MVP: Modeling Fan Behavior for Personalization	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 12:00 PM	UTC-4	OCCC W311F	Audience Level: Intermediate | Track: Data Science | Focus Area: Data Analysis & Modeling | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: OCCC W311F | Speakers: Christine Frandsen, Diane Tam	The sports industry is a unique one that changes rapidly, and sports fans want to stay connected. A big win for the Pittsburgh Steelers yesterday quickly becomes old news when a big trade strikes the NBA. By analyzing behavior of ESPN users, we can harness big data and apply simple machine learning algorithms to provide personalized experiences for fans - anytime, anywhere.	N
Senior Leadership Summit- Organizational Leadership Track (Invite Only)	Thursday, October 3, 2019 11:30 AM	Thursday, October 3, 2019 5:30 PM	UTC-4	Rosen Centre Grand Ballroom C	Audience Level: Invite Only | Track: Invite Only | Start Date: Thursday, October 3, 2019 | Start Time: 11:30 AM | End Time: 5:30 PM | Location: Rosen Centre Grand Ballroom C | Speakers: Denise Brosseau, Kate O'Keeffe, Holly Liu, Trish Costello, Sarah Kunst, Cathy Polinsky, Uriridiakoghene Onovakpuri, Dominique Hollins	The Organizational Leadership Track of the Senior Leadership Summit (formally Senior Women's Program) is an invite only session. Attendees will hear from tech and corporate leaders on leading a tech company and driving systemic change. This track will have a focus on transforming company culture.	N
CR414: Women With Impact: Maximizing Power and Collaboration	Thursday, October 3, 2019 11:45 AM	Thursday, October 3, 2019 12:45 PM	UTC-4	Hyatt Regency Ballroom R	Audience Level: Senior/Executive | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 11:45 AM | End Time: 12:45 PM | Location: Hyatt Regency Ballroom R | Speakers: Judy Cohen, Erica Elam	When you look in the mirror, do you see a powerful woman? How do you feel about using your power? In this interactive workshop, explore how to use your personal and collective power to influence outcomes and maximize impact. Leave with an appreciation of your power and a plan for leveraging it. Bring your inner Wonder Woman as we explore the use of power for personal and career advancement.	N
IW657: Sensor Based Analysis of Mosquito Dense Areas	Thursday, October 3, 2019 11:45 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC W224D	Audience Level: Intermediate | Track: Internet of Things/Wearable Tech | Start Date: Thursday, October 3, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: OCCC W224D | Speakers: Rajib Saha, Ramya Nandakumaran	A huge number of people around the world are prone to mosquito-borne diseases. Our idea is to build a framework to identify the mosquito breeding & gathering areas using IOT based sensors. The framework gathers and analyzes the data to generate reports and create smart insights on mosquito behavior based on seasons. Using this, authorities can prevent mosquito breeding by taking necessary actions.	N
IM653: Anatomy of a Cube:  Managing the Complexity of a Simple Design	Thursday, October 3, 2019 11:45 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	OCCC WF3	Audience Level: Intermediate | Track: Interactive Media | Start Date: Thursday, October 3, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: OCCC WF3 | Speakers: Alice Ching, Ryan Mohler	We are the team behind Wattam, a game by Keita Takahashi. Our challenge was to make a physics-simulated 3D game featuring a wide cast of playable characters that look simple on the surface. We had to remain adaptable and collaborate across disciplines with limited resources to build Wattam. In this talk we will outline our approach and the pitfalls we encountered through the course of development.	N
CR306: How to Find High-impact Work and Make People Pay Attention	Thursday, October 3, 2019 11:45 AM	Thursday, October 3, 2019 12:15 PM	UTC-4	Hyatt Regency Ballroom V	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: Hyatt Regency Ballroom V | Speakers: Samantha Carow	"""Be more proactive"" is feedback we've probably all heard at one time or another. But we also know that all projects are not created equal. Simply taking on more work doesn't always equate to career growth - in fact, it can do the opposite. This session is designed to help you identify meaningful work that will ultimately boost your visibility, have org-wide impact, and maximize your career growth."	N
How to Raise Money and Bring Your Startup Idea to Life	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 1:00 PM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: All | Track: Special Session | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 1:00 PM | Location: Hyatt Plaza International Ballroom G | Speakers: Paige Marie Hendrix Buckner, Cordelro Brown	Raising money is an important strategy for winning at startups. Raising money is also something many new founders struggle to figure out. If you don't know the intricacies of the fundraising process, you may be setting yourself up for a lot of rejection. In this workshop, you will learn the exact techniques to get investors to write you a check, so you can scale your startup.	N
Luncheon Celebrating LGBTQ-A in Technical Roles	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	Hyatt Plaza International Ballroom D	Audience Level: All | Track: Lunches and Receptions | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 1:30 PM | Location: Hyatt Plaza International Ballroom D	Promote and support LGBTQ-A technologists from industry, government, and academia. This event gives the community a chance to broaden their networks, connect with strong role models, and celebrate their accomplishments.	N
Committee's Lunch (Invite Only)	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 1:30 PM	UTC-4	OCCC W203B	Audience Level: Invite Only | Track: Invite Only | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 1:30 PM | Location: OCCC W203B	Co-Chairs and Committee Members are invited to join us for lunch to celebrate your contributions to GHC. Come meet the Content Team and network with other members of our committees. Prior RSVP required.	N
Advocates for Women in Tech Luncheon	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 1:00 PM	UTC-4	OCCC W208C	Audience Level: All | Track: Lunches and Receptions | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 1:00 PM | Location: OCCC W208C | Speakers: Karen Horting, Kim Churches	The inaugural Advocates for Women in Tech Luncheon will shine a spotlight on the community of advocates working toward an equitable tech ecosystem. All advocates, including policy experts, corporate social responsibility executives, community leaders, and interested individuals, are welcome to come network, as well as hear from leaders discussing an array of efforts to empower all women in tech.	N
CR224: Becoming a Program Manager: How do I Know if it is For Me?	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 12:30 PM	UTC-4	Hyatt Orlando Ballroom L	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 12:30 PM | Location: Hyatt Orlando Ballroom L | Speakers: Stephanie Boudreau, Sapna Vasudeo	What is a program manager? Do I need a technical degree? What does it take to be a good program manager? Our presentation will address these questions, plus more. We want to share with you what we enjoy about our jobs, with some of the highlights and challenges, what we think it takes to be a good program manager, and some tips and tricks to be successful in the role.	N
SP665: Best Case Security for Worst Case Scenarios	Thursday, October 3, 2019 12:00 PM	Thursday, October 3, 2019 12:30 PM	UTC-4	OCCC W415D	Audience Level: Intermediate | Track: Security/Privacy | Focus Area: Security Attacks and Defenses | Start Date: Thursday, October 3, 2019 | Start Time: 12:00 PM | End Time: 12:30 PM | Location: OCCC W415D | Speakers: Jyoti Verma, Bret Hartman	This session covers one of the most challenging security threats of the day - supply-chain attacks. It highlights why these attacks are so hard to deal with and walks through the various stages of detection, investigation and response in a real-world scenario where time is of critical essence. Attendees will leave equipped knowing how to recognize and effectively manage such high-stakes attacks.	N
CS684: The Great AWS Baking Show: Technical Challenge	Thursday, October 3, 2019 12:15 PM	Thursday, October 3, 2019 1:15 PM	UTC-4	OCCC W414A	Audience Level: Intermediate | Track: Computer Systems Engineering | Focus Area: Tools and Techniques for Computing | Start Date: Thursday, October 3, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: OCCC W414A | Speakers: Emily Reinherz, Michelle Thissen, Alana Layton	In this episode of The Great AWS Baking Show, contestants will wow judges by building an EC2-hosted web application. This challenge requires enough technical knowledge to produce a functioning product when given only limited instructions. For less experienced bakers, hints will be available, but using them will impact their score. And there will be surprise challenges for advanced bakers as well!	N
CR112: Informal Career Interventions: When a Career Needs a Swift Kick- Panel Discussion	Thursday, October 3, 2019 12:15 PM	Thursday, October 3, 2019 1:15 PM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: All | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: Hyatt Plaza International Ballroom H | Speakers: Telle Whitney, Orna Berryman, Erica Marlene Lockheimer, Pratima Rao Gluckman	Do informal career interventions play a key role in helping some women achieve stellar success as leaders in the tech world? Though informal interventions are rarely stressed in professional literature, this panel, moderated by author Pratima Rao Gluckman, will demonstrate the power of informal interventions and offer strategies for women to become architects of their own career interventions.	N
TW676: Pitch Perfect!	Thursday, October 3, 2019 12:15 PM	Thursday, October 3, 2019 12:45 PM	UTC-4	OCCC W222B	Audience Level: Intermediate | Track: Tech for Women | Focus Area: Entreprenuership, Pitching, & Funding | Start Date: Thursday, October 3, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: OCCC W222B | Speakers: Eileen Brewer	"This presentation will include the 10 elements you need for creating your Pitch Perfect deck! To increase your ""funding per pitch ratio"" you need to know what the investors are looking for and how to present the data in a way they will listen. In addition to providing the most important elements for your pitch deck the presenter will also include a list of funding resources for female founders."	N
CR307: The Modern-Day Marvelous Mrs. Maisel: How I Made a Mom-Back in the Tech Industry	Thursday, October 3, 2019 12:15 PM	Thursday, October 3, 2019 12:45 PM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Thursday, October 3, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: Hyatt Regency Ballroom O | Speakers: Christine Wang	"This is the real-world take on the popular TV series about how women can forge a new identity outside of ""mother"" and make a full-forced career comeback after a significant amount of time away. We'll explore why women are at higher risk for career interruptions than men and how they can successfully navigate their reentry into the tech industry and reduce the impact of the motherhood penalty."	N
